index	Potential [V]	Disk Current density[mA/cm2]	Ring Current density[mA/cm2]
2734	0.7995176165342923	-0.0802764892578125	0.003329467773437495
2733	0.7999532470120512	-0.07936096191406253	0.0032745361328125003
2732	0.8003840819644182	-0.07824707031249997	0.003260803222656255
2731	0.8008178680093341	-0.0772552490234375	0.003199768066406245
2730	0.8012523918273872	-0.0762939453125	0.003164672851562505
2729	0.8016850712125971	-0.07525634765624997	0.003146362304687505
2728	0.802115168391827	-0.0741119384765625	0.0031402587890624945
2727	0.8025493233233114	-0.07313537597656253	0.003086853027343745
2726	0.8029867982339133	-0.072296142578125	0.003083801269531245
2725	0.8034172642997117	-0.0711669921875	0.003054809570312505
2724	0.8038551080968822	-0.070343017578125	0.00301361083984375
2723	0.8042866808223864	-0.06925964355468751	0.002989196777343755
2722	0.8047267379389685	-0.06852722167968749	0.00295257568359375
2721	0.8051549906853553	-0.0673065185546875	0.0029495239257812454
2720	0.8055968922347804	-0.066650390625	0.0028930664062499947
2719	0.8060284649602847	-0.06556701660156251	0.0028839111328125
2718	0.8064681531902981	-0.0648193359375	0.00286865234375
2717	0.8069030458949198	-0.06387329101562501	0.0028503417968749997
2716	0.8073416274652274	-0.06307983398437501	0.002818298339843745
2715	0.8077743068504375	-0.06204223632812499	0.002789306640625005
2714	0.8082173150595684	-0.061431884765625	0.002758789062499995
2713	0.8086481500119354	-0.060317993164062514	0.0027496337890624955
2712	0.8090922648807721	-0.05975341796875	0.00273895263671875
2711	0.809524206492845	-0.058685302734375	0.002717590332031245
2710	0.80996610804227	-0.0580291748046875	0.00269317626953125
2709	0.8104006318603231	-0.05706787109375001	0.0026641845703124995
2708	0.8108432711828854	-0.0564422607421875	0.002629089355468745
2707	0.8112766883412326	-0.0554351806640625	0.00259246826171874
2706	0.8117160076846774	-0.0546722412109375	0.002572631835937495
2705	0.8121604914400828	-0.0541229248046875	0.0025756835937500054
2704	0.8126027618760765	-0.0534820556640625	0.0025558471679687496
2703	0.8130413434463842	-0.0526885986328125	0.0025634765624999996
